word_zh,translation_en,categories
yinmm.net,UNKNOWN,['零时-Tencent']
plrenti.com,UNKNOWN,['零时-Tencent']
zrenti.info,UNKNOWN,['零时-Tencent']
yanmoai.net,UNKNOWN,['零时-Tencent']
wangyi.us,UNKNOWN,['零时-Tencent']
girlsphotos.us,UNKNOWN,['零时-Tencent']
163renti.net,UNKNOWN,['零时-Tencent']
67.228.74.42,UNKNOWN,['零时-Tencent']
18jpav.com,UNKNOWN,['零时-Tencent']
rentisy.info,UNKNOWN,['零时-Tencent']
krtys.com,UNKNOWN,['零时-Tencent']
bbrenti.info,UNKNOWN,['零时-Tencent']
subo.cc,UNKNOWN,['零时-Tencent']
sinshrine.com,UNKNOWN,['零时-Tencent']
asiandome.com,UNKNOWN,['零时-Tencent']
francinedee.com,UNKNOWN,['零时-Tencent']
plineworld.com,UNKNOWN,['零时-Tencent']
cutiespankee.com,UNKNOWN,['零时-Tencent']
gropedasians.com,UNKNOWN,['零时-Tencent']
hentaiticket.com,UNKNOWN,['零时-Tencent']
hitohame.com,UNKNOWN,['零时-Tencent']
shaveasian.com,UNKNOWN,['零时-Tencent']
pinkeyes.tv,UNKNOWN,['零时-Tencent']
newsfilter.org,UNKNOWN,['零时-Tencent']
sexyfuckgames.com,UNKNOWN,['零时-Tencent']
wetstage.com,UNKNOWN,['零时-Tencent']
girlsfromheaven.com,UNKNOWN,['零时-Tencent']
dirtylittlewhore.com,UNKNOWN,['零时-Tencent']
assdumper.com,UNKNOWN,['零时-Tencent']
trannyseducers.com,UNKNOWN,['零时-Tencent']
cartoonpussy.com,UNKNOWN,['零时-Tencent']
arcadewank.com,UNKNOWN,['零时-Tencent']
avbarbie.net,UNKNOWN,['零时-Tencent']
romanvideo.net,UNKNOWN,['零时-Tencent']
clipgalaxy.com,UNKNOWN,['零时-Tencent']
tonicmovies.com,UNKNOWN,['零时-Tencent']
crystalclearmovies.com,UNKNOWN,['零时-Tencent']
sexyasia.com,UNKNOWN,['零时-Tencent']
sunwei159.com,UNKNOWN,['零时-Tencent']
mantomanmovie.com,UNKNOWN,['零时-Tencent']
baobeitx.com,UNKNOWN,['零时-Tencent']
73986.com,UNKNOWN,['零时-Tencent']
d.kx747.com,UNKNOWN,['零时-Tencent']
fuckme.biz,UNKNOWN,['零时-Tencent']
avavod.com,UNKNOWN,['零时-Tencent']
sela99.info,UNKNOWN,['零时-Tencent']
xmm.la,UNKNOWN,['零时-Tencent']
5a5a5a.com,UNKNOWN,['零时-Tencent']
403945815,UNKNOWN,['零时-Tencent']
wwife.com,UNKNOWN,['零时-Tencent']
goldcoastgirls.com,UNKNOWN,['零时-Tencent']
fareastmedia.com,UNKNOWN,['零时-Tencent']
dancingbear.com,UNKNOWN,['零时-Tencent']
putalocurax.com,UNKNOWN,['零时-Tencent']
lachiva.net,UNKNOWN,['零时-Tencent']
maji.dk,UNKNOWN,['零时-Tencent']
kikowu.com,UNKNOWN,['零时-Tencent']
donnaduke.com,UNKNOWN,['零时-Tencent']
gudao3.info,UNKNOWN,['零时-Tencent']
11xp.com,UNKNOWN,['零时-Tencent']
44xp.com,UNKNOWN,['零时-Tencent']
sesexing.com,UNKNOWN,['零时-Tencent']
13589955178,UNKNOWN,['零时-Tencent']
15611666996,UNKNOWN,['零时-Tencent']
j.bxhost.com,UNKNOWN,['零时-Tencent']
prettyjapanesegirls.com,UNKNOWN,['零时-Tencent']
idols69.net,UNKNOWN,['零时-Tencent']
lovelyjapanesegirls.com,UNKNOWN,['零时-Tencent']
diabloasians.com,UNKNOWN,['零时-Tencent']
asiansex7.com,UNKNOWN,['零时-Tencent']
asianmoviesnetwork.com,UNKNOWN,['零时-Tencent']
jphunter.com,UNKNOWN,['零时-Tencent']
asianpornofilms.com,UNKNOWN,['零时-Tencent']
perversius.com,UNKNOWN,['零时-Tencent']
galleries.asianmoviepass.org,UNKNOWN,['零时-Tencent']
hondavids.com,UNKNOWN,['零时-Tencent']
dopegalleries.com,UNKNOWN,['零时-Tencent']
bukkakefriend.com,UNKNOWN,['零时-Tencent']
chinatownvids.com,UNKNOWN,['零时-Tencent']
xxlhd.com,UNKNOWN,['零时-Tencent']
avlovers.net,UNKNOWN,['零时-Tencent']
asiansexgame.com,UNKNOWN,['零时-Tencent']
asianmuffin.com,UNKNOWN,['零时-Tencent']
sunnyladies.com,UNKNOWN,['零时-Tencent']
superpornovoyeur.com,UNKNOWN,['零时-Tencent']
ademusume.com,UNKNOWN,['零时-Tencent']
sexyoung.us,UNKNOWN,['零时-Tencent']
tooporn.net,UNKNOWN,['零时-Tencent']
mysexygirl.net,UNKNOWN,['零时-Tencent']
girlsubtle.com,UNKNOWN,['零时-Tencent']
sexchampion.net,UNKNOWN,['零时-Tencent']
sexycaress.net,UNKNOWN,['零时-Tencent']
virginitygirls.com,UNKNOWN,['零时-Tencent']
myeroticdiary.net,UNKNOWN,['零时-Tencent']
fineporn.net,UNKNOWN,['零时-Tencent']
immoral.jp,UNKNOWN,['零时-Tencent']
65.254.47.12,UNKNOWN,['零时-Tencent']
99.xx119.org,UNKNOWN,['零时-Tencent']
haort.com,UNKNOWN,['零时-Tencent']
nsfwftw.com,UNKNOWN,['零时-Tencent']
homemadesextube.com,UNKNOWN,['零时-Tencent']
tubegalore.com,UNKNOWN,['零时-Tencent']
homemadesexvidz.com,UNKNOWN,['零时-Tencent']
youngertube.com,UNKNOWN,['零时-Tencent']
throatpokers.com,UNKNOWN,['零时-Tencent']
jizzonline.com,UNKNOWN,['零时-Tencent']
parentalvideo.com,UNKNOWN,['零时-Tencent']
dansmovies.com,UNKNOWN,['零时-Tencent']
miateens.com,UNKNOWN,['零时-Tencent']
moviesorgy.com,UNKNOWN,['零时-Tencent']
sextasya.com,UNKNOWN,['零时-Tencent']
monstrousmovies.com,UNKNOWN,['零时-Tencent']
sexyschoolgirl.net,UNKNOWN,['零时-Tencent']
sexflakes.com,UNKNOWN,['零时-Tencent']
mpggalaxy.com,UNKNOWN,['零时-Tencent']
myextravids.com,UNKNOWN,['零时-Tencent']
swallowmylove.com,UNKNOWN,['零时-Tencent']
goodump.com,UNKNOWN,['零时-Tencent']
bitchdump.com,UNKNOWN,['零时-Tencent']
areavids.com,UNKNOWN,['零时-Tencent']
privatepornvideo.com,UNKNOWN,['零时-Tencent']
andrewgirls.com,UNKNOWN,['零时-Tencent']
cleepix.com,UNKNOWN,['零时-Tencent']
brandibelle.com,UNKNOWN,['零时-Tencent']
badsuzy.com,UNKNOWN,['零时-Tencent']
javhq.com,UNKNOWN,['零时-Tencent']
hentaicounter.com,UNKNOWN,['零时-Tencent']
fullhentaimovies.com,UNKNOWN,['零时-Tencent']
pornvideosday.com,UNKNOWN,['零时-Tencent']
amateurporndump.com,UNKNOWN,['零时-Tencent']
amateurquebec.com,UNKNOWN,['零时-Tencent']
obsessedwithmyself.com,UNKNOWN,['零时-Tencent']
extremefuse.com,UNKNOWN,['零时-Tencent']
174.133.8.9,UNKNOWN,['零时-Tencent']
206.217.205.53,UNKNOWN,['零时-Tencent']
jrtys.com,UNKNOWN,['零时-Tencent']
dudusex.com,UNKNOWN,['零时-Tencent']
bbs.24av.info,UNKNOWN,['零时-Tencent']
tzzxsj.info,UNKNOWN,['零时-Tencent']
xxooyy.tk,UNKNOWN,['零时-Tencent']
link.sfgtvt.com,UNKNOWN,['零时-Tencent']
ttttu.com,UNKNOWN,['零时-Tencent']
075116888.com,UNKNOWN,['零时-Tencent']
wdjpq.net,UNKNOWN,['零时-Tencent']
ymkikaku.com,UNKNOWN,['零时-Tencent']
174.123.15.22,UNKNOWN,['零时-Tencent']
955wen.com,UNKNOWN,['零时-Tencent']
yyq1.com,UNKNOWN,['零时-Tencent']
0571anmo.com,UNKNOWN,['零时-Tencent']
wyf999.com,UNKNOWN,['零时-Tencent']
jiqingnet.info,UNKNOWN,['零时-Tencent']
bestsangna.com,UNKNOWN,['零时-Tencent']
utxx.com,UNKNOWN,['零时-Tencent']
lala8.info,UNKNOWN,['零时-Tencent']
jm53.com,UNKNOWN,['零时-Tencent']
fr78.com,UNKNOWN,['零时-Tencent']
t66y.com,UNKNOWN,['零时-Tencent']
cc522.shopping168.net,UNKNOWN,['零时-Tencent']
075am.com,UNKNOWN,['零时-Tencent']
115se.com,UNKNOWN,['零时-Tencent']
116se.com,UNKNOWN,['零时-Tencent']
lunli8.net,UNKNOWN,['零时-Tencent']
13510211905,UNKNOWN,['零时-Tencent']
204.45.132.126,UNKNOWN,['零时-Tencent']
rtystp.org,UNKNOWN,['零时-Tencent']
75.126.6.153,UNKNOWN,['零时-Tencent']
s.11se.com,UNKNOWN,['零时-Tencent']
62sese.com,UNKNOWN,['零时-Tencent']
video419.com,UNKNOWN,['零时-Tencent']
911zy.com,UNKNOWN,['零时-Tencent']
bye66.com,UNKNOWN,['零时-Tencent']
mm0512.com,UNKNOWN,['零时-Tencent']
777xporn.com,UNKNOWN,['零时-Tencent']
987rt.com,UNKNOWN,['零时-Tencent']
s.7x5x.com,UNKNOWN,['零时-Tencent']
45sedy.com,UNKNOWN,['零时-Tencent']
98.126.215.82,UNKNOWN,['零时-Tencent']
521a.info,UNKNOWN,['零时-Tencent']
mimi.12kav.info,UNKNOWN,['零时-Tencent']
footfetishtube.com,UNKNOWN,['零时-Tencent']
56zy.info,UNKNOWN,['零时-Tencent']
madthumbs.com,UNKNOWN,['零时-Tencent']
7sewu.com,UNKNOWN,['零时-Tencent']
chunyao88.tk,UNKNOWN,['零时-Tencent']
japanrenti.com,UNKNOWN,['零时-Tencent']
lookmm21.info,UNKNOWN,['零时-Tencent']
sejiushikong.info,UNKNOWN,['零时-Tencent']
88mk.ehoh.net,UNKNOWN,['零时-Tencent']
94xxo.com,UNKNOWN,['零时-Tencent']
5566mm.info,UNKNOWN,['零时-Tencent']
cngongyi.com,UNKNOWN,['零时-Tencent']
a.53yyy.info,UNKNOWN,['零时-Tencent']
222pp.info,UNKNOWN,['零时-Tencent']
13826419279,UNKNOWN,['零时-Tencent']
bo.9bobo.com,UNKNOWN,['零时-Tencent']
204.45.111.2,UNKNOWN,['零时-Tencent']
se.70kxz.com,UNKNOWN,['零时-Tencent']
tubedbabes.com,UNKNOWN,['零时-Tencent']
15ddd.com,UNKNOWN,['零时-Tencent']
wa.yuan666.com,UNKNOWN,['零时-Tencent']
39se.info,UNKNOWN,['零时-Tencent']
733se.com,UNKNOWN,['零时-Tencent']
bb151.com,UNKNOWN,['零时-Tencent']
8369.info,UNKNOWN,['零时-Tencent']
hougong8.com,UNKNOWN,['零时-Tencent']
a.48hhh.info,UNKNOWN,['零时-Tencent']
a.38yyy.info,UNKNOWN,['零时-Tencent']
sexhu.org,UNKNOWN,['零时-Tencent']
80sex.info,UNKNOWN,['零时-Tencent']
kkbbdy.com,UNKNOWN,['零时-Tencent']
mmpochu.com,UNKNOWN,['零时-Tencent']
204.12.235.27,UNKNOWN,['零时-Tencent']
lschangqing.com,UNKNOWN,['零时-Tencent']
94qqq.com,UNKNOWN,['零时-Tencent']
yuan666.com1688t.com,UNKNOWN,['零时-Tencent']
39baojianwang.cn,UNKNOWN,['零时-Tencent']
zk007.com,UNKNOWN,['零时-Tencent']
wsydy.com,UNKNOWN,['零时-Tencent']
shuiguoji.com,UNKNOWN,['零时-Tencent']
laohuji8.com,UNKNOWN,['零时-Tencent']
csdkfp.com,UNKNOWN,['零时-Tencent']
zskt.net,UNKNOWN,['零时-Tencent']
hcdkfp.cn,UNKNOWN,['零时-Tencent']
shcfshuiwu.com,UNKNOWN,['零时-Tencent']
dkshuiwu.com,UNKNOWN,['零时-Tencent']
fqshuiwu.com,UNKNOWN,['零时-Tencent']
gfcsdl.cn,UNKNOWN,['零时-Tencent']
shundasw.com,UNKNOWN,['零时-Tencent']
yhshuiwu.com,UNKNOWN,['零时-Tencent']
hyshuiwu.com,UNKNOWN,['零时-Tencent']
zcshuiwu.com,UNKNOWN,['零时-Tencent']
hxcsgw.com,UNKNOWN,['零时-Tencent']
jlesw.com,UNKNOWN,['零时-Tencent']
hefcaishui.com,UNKNOWN,['零时-Tencent']
xatfshuiwu.com,UNKNOWN,['零时-Tencent']
shcsdl.com,UNKNOWN,['零时-Tencent']
sycaishui.com,UNKNOWN,['零时-Tencent']
wbpw2007.com,UNKNOWN,['零时-Tencent']
mingxingshuiwu.cn,UNKNOWN,['零时-Tencent']
hzhyshuiwu.com,UNKNOWN,['零时-Tencent']
fslcshuiwu.com,UNKNOWN,['零时-Tencent']
chshuiwu.com,UNKNOWN,['零时-Tencent']
dgspdcs.cn,UNKNOWN,['零时-Tencent']
wlxkj.com,UNKNOWN,['零时-Tencent']
kenobar.net,UNKNOWN,['零时-Tencent']
youxijiwang.net,UNKNOWN,['零时-Tencent']
chengdufapiao.com,UNKNOWN,['零时-Tencent']
changshafapiao.com,UNKNOWN,['零时-Tencent']
fp411.cn,UNKNOWN,['零时-Tencent']
foshanfapiao99.com,UNKNOWN,['零时-Tencent']
xxzj555.com,UNKNOWN,['零时-Tencent']
fmd00852.com,UNKNOWN,['零时-Tencent']
caoliushequ520.info,UNKNOWN,['零时-Tencent']
cu9988.com,UNKNOWN,['零时-Tencent']
ra6699.co.cc,UNKNOWN,['零时-Tencent']
155tk.com,UNKNOWN,['零时-Tencent']
ra66.in,UNKNOWN,['零时-Tencent']
ra855.usn.cc,UNKNOWN,['零时-Tencent']
ra89.in,UNKNOWN,['零时-Tencent']
rj7788.com,UNKNOWN,['零时-Tencent']
ff123888.com,UNKNOWN,['零时-Tencent']
62191.com,UNKNOWN,['零时-Tencent']
939336.cn,UNKNOWN,['零时-Tencent']
zz2288.com,UNKNOWN,['零时-Tencent']
qq88888.com,UNKNOWN,['零时-Tencent']
66037.com,UNKNOWN,['零时-Tencent']
87066.com,UNKNOWN,['零时-Tencent']
19safe.com,UNKNOWN,['零时-Tencent']
770660.com,UNKNOWN,['零时-Tencent']
833733.com,UNKNOWN,['零时-Tencent']
89190392.com,UNKNOWN,['零时-Tencent']
rs6688.co.cc,UNKNOWN,['零时-Tencent']
ra688.in,UNKNOWN,['零时-Tencent']
ra69.in,UNKNOWN,['零时-Tencent']
41155.com,UNKNOWN,['零时-Tencent']
ra76.in,UNKNOWN,['零时-Tencent']
rs5888.com,UNKNOWN,['零时-Tencent']
rs5999.com,UNKNOWN,['零时-Tencent']
244699.com,UNKNOWN,['零时-Tencent']
868658.com,UNKNOWN,['零时-Tencent']
w83suncity.com,UNKNOWN,['零时-Tencent']
ra79.in,UNKNOWN,['零时-Tencent']
86and81.com,UNKNOWN,['零时-Tencent']
nko999.com,UNKNOWN,['零时-Tencent']
68550.com,UNKNOWN,['零时-Tencent']
711822.net,UNKNOWN,['零时-Tencent']
233288.com,UNKNOWN,['零时-Tencent']
zmxjc.com,UNKNOWN,['零时-Tencent']
5118.cc,UNKNOWN,['零时-Tencent']
112118.com,UNKNOWN,['零时-Tencent']
411488.com,UNKNOWN,['零时-Tencent']
113188.com,UNKNOWN,['零时-Tencent']
whztj.com,UNKNOWN,['零时-Tencent']
birdpig.com,UNKNOWN,['零时-Tencent']
08993.com,UNKNOWN,['零时-Tencent']
qdocean.com,UNKNOWN,['零时-Tencent']
788700.com,UNKNOWN,['零时-Tencent']
xydz1688.com,UNKNOWN,['零时-Tencent']
hefei999.com,UNKNOWN,['零时-Tencent']
21ql.com,UNKNOWN,['零时-Tencent']
188518.com,UNKNOWN,['零时-Tencent']
188100.net,UNKNOWN,['零时-Tencent']
057059.com,UNKNOWN,['零时-Tencent']
hy49.com,UNKNOWN,['零时-Tencent']
ty1122.net,UNKNOWN,['零时-Tencent']
wz1118.com,UNKNOWN,['零时-Tencent']
3666.us,UNKNOWN,['零时-Tencent']
661111.com,UNKNOWN,['零时-Tencent']
21571.com,UNKNOWN,['零时-Tencent']
98.126.179.68,UNKNOWN,['零时-Tencent']
qn618.com,UNKNOWN,['零时-Tencent']
mm228.com,UNKNOWN,['零时-Tencent']
800098.com,UNKNOWN,['零时-Tencent']
56786.com,UNKNOWN,['零时-Tencent']
3721258.com,UNKNOWN,['零时-Tencent']
zousicar.com,UNKNOWN,['零时-Tencent']
cetkey.com,UNKNOWN,['零时-Tencent']
ra49.in,UNKNOWN,['零时-Tencent']
798733.com,UNKNOWN,['零时-Tencent']
40779.com,UNKNOWN,['零时-Tencent']
cu8899.com,UNKNOWN,['零时-Tencent']
ligoff.com,UNKNOWN,['零时-Tencent']
chaosha365.cn,UNKNOWN,['零时-Tencent']
99sat.net,UNKNOWN,['零时-Tencent']
533633.com,UNKNOWN,['零时-Tencent']
766700.com,UNKNOWN,['零时-Tencent']
nielv.com,UNKNOWN,['零时-Tencent']
lmoon.net,UNKNOWN,['零时-Tencent']
rimuli.info,UNKNOWN,['零时-Tencent']
xingyao520.com,UNKNOWN,['零时-Tencent']
33you.com,UNKNOWN,['零时-Tencent']
fsqc8.com,UNKNOWN,['零时-Tencent']
ziweiqicai.com,UNKNOWN,['零时-Tencent']
nvzifangshen.com,UNKNOWN,['零时-Tencent']
fangshenqicaizhuanmai.com,UNKNOWN,['零时-Tencent']
guangdongfangshenqicai.com,UNKNOWN,['零时-Tencent']
jiangsufangshenqicai.com,UNKNOWN,['零时-Tencent']
chengdufangshenqicai.com,UNKNOWN,['零时-Tencent']
viagrawang.com,UNKNOWN,['零时-Tencent']
ra0766.com,UNKNOWN,['零时-Tencent']
ka8888.in,UNKNOWN,['零时-Tencent']
ra8088.com,UNKNOWN,['零时-Tencent']
ra4388.com,UNKNOWN,['零时-Tencent']
ra0756.com,UNKNOWN,['零时-Tencent']
ra0768.com,UNKNOWN,['零时-Tencent']
ra4399.com,UNKNOWN,['零时-Tencent']
jsbxkj.com,UNKNOWN,['零时-Tencent']
cxbz024.com,UNKNOWN,['零时-Tencent']
banzw168.com,UNKNOWN,['零时-Tencent']
ra567888.com,UNKNOWN,['零时-Tencent']
cetaaa.com,UNKNOWN,['零时-Tencent']
cetycs.com,UNKNOWN,['零时-Tencent']
119977.com,UNKNOWN,['零时-Tencent']
288177.com,UNKNOWN,['零时-Tencent']
112133.in,UNKNOWN,['零时-Tencent']
399055.com,UNKNOWN,['零时-Tencent']
t7878.com,UNKNOWN,['零时-Tencent']
444518.com,UNKNOWN,['零时-Tencent']
hk448.com,UNKNOWN,['零时-Tencent']
xg389.net,UNKNOWN,['零时-Tencent']
k6677.com,UNKNOWN,['零时-Tencent']
898688.com,UNKNOWN,['零时-Tencent']
339889.com,UNKNOWN,['零时-Tencent']
665789.com,UNKNOWN,['零时-Tencent']
66446.com,UNKNOWN,['零时-Tencent']
997999.com,UNKNOWN,['零时-Tencent']
998333.com,UNKNOWN,['零时-Tencent']
88143.com,UNKNOWN,['零时-Tencent']
992777.com,UNKNOWN,['零时-Tencent']
207788.com,UNKNOWN,['零时-Tencent']
833877.com,UNKNOWN,['零时-Tencent']
895555.com,UNKNOWN,['零时-Tencent']
06909.com,UNKNOWN,['零时-Tencent']
496666.cc,UNKNOWN,['零时-Tencent']
655999.com,UNKNOWN,['零时-Tencent']
668555.com,UNKNOWN,['零时-Tencent']
47897.com,UNKNOWN,['零时-Tencent']
608777.com,UNKNOWN,['零时-Tencent']
888552.com,UNKNOWN,['零时-Tencent']
tt633.com,UNKNOWN,['零时-Tencent']
661133.com,UNKNOWN,['零时-Tencent']
666918.net,UNKNOWN,['零时-Tencent']
552266.com,UNKNOWN,['零时-Tencent']
43538.com,UNKNOWN,['零时-Tencent']
256666.com,UNKNOWN,['零时-Tencent']
0523x.com,UNKNOWN,['零时-Tencent']
rg6666.com,UNKNOWN,['零时-Tencent']
ka3888.com,UNKNOWN,['零时-Tencent']
rz5999.com,UNKNOWN,['零时-Tencent']
rz5888.com,UNKNOWN,['零时-Tencent']
ru6666.com,UNKNOWN,['零时-Tencent']
nancen88.com,UNKNOWN,['零时-Tencent']
qtqt006.info,UNKNOWN,['零时-Tencent']
qieting1.info,UNKNOWN,['零时-Tencent']
gupiao000.com,UNKNOWN,['零时-Tencent']
ni007.com,UNKNOWN,['零时-Tencent']
32688.info,UNKNOWN,['零时-Tencent']
jiushiwang.org,UNKNOWN,['零时-Tencent']
948666.com,UNKNOWN,['零时-Tencent']
62007.com,UNKNOWN,['零时-Tencent']
lll999.com,UNKNOWN,['零时-Tencent']
086611.com,UNKNOWN,['零时-Tencent']
56903.com,UNKNOWN,['零时-Tencent']
556612.com,UNKNOWN,['零时-Tencent']
5877.cc,UNKNOWN,['零时-Tencent']
24166.com,UNKNOWN,['零时-Tencent']
8049.com,UNKNOWN,['零时-Tencent']
555595.com,UNKNOWN,['零时-Tencent']
22997.com,UNKNOWN,['零时-Tencent']
626299.in,UNKNOWN,['零时-Tencent']
878999.com,UNKNOWN,['零时-Tencent']
bjdaiyun.com,UNKNOWN,['零时-Tencent']
188700.com,UNKNOWN,['零时-Tencent']
700788.com,UNKNOWN,['零时-Tencent']
61157.com,UNKNOWN,['零时-Tencent']
45966.com,UNKNOWN,['零时-Tencent']
63669.com,UNKNOWN,['零时-Tencent']
288289.com,UNKNOWN,['零时-Tencent']
z1188.com,UNKNOWN,['零时-Tencent']
hefeicom.com,UNKNOWN,['零时-Tencent']
tfzlyp.com,UNKNOWN,['零时-Tencent']
hyzlyp.com,UNKNOWN,['零时-Tencent']
beijingshouyao.com,UNKNOWN,['零时-Tencent']
51ocx.cn,UNKNOWN,['零时-Tencent']
oasms.com,UNKNOWN,['零时-Tencent']
52gundao.com,UNKNOWN,['零时-Tencent']
gzab.com,UNKNOWN,['零时-Tencent']
8888123.com,UNKNOWN,['零时-Tencent']
yebaobei.com,UNKNOWN,['零时-Tencent']
csbzz.com,UNKNOWN,['零时-Tencent']
gwxlxwrzzx.8008cn.cn,UNKNOWN,['零时-Tencent']
okk888.com,UNKNOWN,['零时-Tencent']
lhc80.com,UNKNOWN,['零时-Tencent']
89466.com,UNKNOWN,['零时-Tencent']
907777.com,UNKNOWN,['零时-Tencent']
999399.com,UNKNOWN,['零时-Tencent']
ccrr2222.com,UNKNOWN,['零时-Tencent']
555068.com,UNKNOWN,['零时-Tencent']
655155.com,UNKNOWN,['零时-Tencent']
42988.com,UNKNOWN,['零时-Tencent']
770333.net,UNKNOWN,['零时-Tencent']
tk558.com,UNKNOWN,['零时-Tencent']
huaw998.com,UNKNOWN,['零时-Tencent']
come988.com,UNKNOWN,['零时-Tencent']
moxiu168.com,UNKNOWN,['零时-Tencent']
tj112.com,UNKNOWN,['零时-Tencent']
a0999.com,UNKNOWN,['零时-Tencent']
daiqianzheng.com,UNKNOWN,['零时-Tencent']
s6888.com,UNKNOWN,['零时-Tencent']
ra0999.com,UNKNOWN,['零时-Tencent']
239678.com,UNKNOWN,['零时-Tencent']
quanxunwang.info,UNKNOWN,['零时-Tencent']
998992.com,UNKNOWN,['零时-Tencent']
618828.com,UNKNOWN,['零时-Tencent']
rrlll.com,UNKNOWN,['零时-Tencent']
61669.com,UNKNOWN,['零时-Tencent']
liuhe11.tk,UNKNOWN,['零时-Tencent']
ccrr8899.com,UNKNOWN,['零时-Tencent']
it7888.com,UNKNOWN,['零时-Tencent']
tk.433k.com,UNKNOWN,['零时-Tencent']
16668.biz,UNKNOWN,['零时-Tencent']
33334444.tk,UNKNOWN,['零时-Tencent']
boqilai.com,UNKNOWN,['零时-Tencent']
jlljr.com,UNKNOWN,['零时-Tencent']
ymc168.com,UNKNOWN,['零时-Tencent']
ka1188.com,UNKNOWN,['零时-Tencent']
ka0088.com,UNKNOWN,['零时-Tencent']
ka2288.com,UNKNOWN,['零时-Tencent']
59726.com,UNKNOWN,['零时-Tencent']
hk115.com,UNKNOWN,['零时-Tencent']
39612.com,UNKNOWN,['零时-Tencent']
898995.com,UNKNOWN,['零时-Tencent']
206666.com,UNKNOWN,['零时-Tencent']
hrecn.com,UNKNOWN,['零时-Tencent']
933567.com,UNKNOWN,['零时-Tencent']
779555.com,UNKNOWN,['零时-Tencent']
300456.com,UNKNOWN,['零时-Tencent']
39809.com,UNKNOWN,['零时-Tencent']
xmkeyin.com.cn,UNKNOWN,['零时-Tencent']
ru5555.com,UNKNOWN,['零时-Tencent']
mmkk88.com,UNKNOWN,['零时-Tencent']
lf023.com,UNKNOWN,['零时-Tencent']
08pojie.com,UNKNOWN,['零时-Tencent']
kof1.com,UNKNOWN,['零时-Tencent']
zq95.com,UNKNOWN,['零时-Tencent']
xqdedu.com,UNKNOWN,['零时-Tencent']
591ic.com,UNKNOWN,['零时-Tencent']
74999.com,UNKNOWN,['零时-Tencent']
69477.net,UNKNOWN,['零时-Tencent']
61176.com,UNKNOWN,['零时-Tencent']
58829.com,UNKNOWN,['零时-Tencent']
xiaogong01234.qupan.com,UNKNOWN,['零时-Tencent']
xhdkw18.com,UNKNOWN,['零时-Tencent']
zh899.com,UNKNOWN,['零时-Tencent']
ra888.usn.cc,UNKNOWN,['零时-Tencent']
ra877.usn.cc,UNKNOWN,['零时-Tencent']
ra86.in,UNKNOWN,['零时-Tencent']
767777.com,UNKNOWN,['零时-Tencent']
viger.la,UNKNOWN,['零时-Tencent']
ra66.tv,UNKNOWN,['零时-Tencent']
ra866.usn.cc,UNKNOWN,['零时-Tencent']
ra6099.com,UNKNOWN,['零时-Tencent']
996799.com,UNKNOWN,['零时-Tencent']
552777.com,UNKNOWN,['零时-Tencent']
3224.com,UNKNOWN,['零时-Tencent']
ra9999.in,UNKNOWN,['零时-Tencent']
ra8888.tv,UNKNOWN,['零时-Tencent']
ra833.usn.cc,UNKNOWN,['零时-Tencent']
8z7z.com,UNKNOWN,['零时-Tencent']
ru8866.com,UNKNOWN,['零时-Tencent']
bet383.com,UNKNOWN,['零时-Tencent']
ff78jkq4j.bokee.com,UNKNOWN,['零时-Tencent']
ur9988.com,UNKNOWN,['零时-Tencent']
sr9988.com,UNKNOWN,['零时-Tencent']
hg2888.com,UNKNOWN,['零时-Tencent']
ccrr6688.com,UNKNOWN,['零时-Tencent']
77691.com,UNKNOWN,['零时-Tencent']
kv555.com,UNKNOWN,['零时-Tencent']
06693.com,UNKNOWN,['零时-Tencent']
001616.com,UNKNOWN,['零时-Tencent']
81308.com,UNKNOWN,['零时-Tencent']
246138.com,UNKNOWN,['零时-Tencent']
vip51.ws,UNKNOWN,['零时-Tencent']
69466.com,UNKNOWN,['零时-Tencent']
xinxingdb.com,UNKNOWN,['零时-Tencent']
51soho.info,UNKNOWN,['零时-Tencent']
zxbz888.com,UNKNOWN,['零时-Tencent']
60733.com,UNKNOWN,['零时-Tencent']
lhc071.info,UNKNOWN,['零时-Tencent']
mybaiidu.com,UNKNOWN,['零时-Tencent']
pojiqi.com,UNKNOWN,['零时-Tencent']
wangshangduchang8.com,UNKNOWN,['零时-Tencent']
lasiweijiasi.info,UNKNOWN,['零时-Tencent']
rj2288.com,UNKNOWN,['零时-Tencent']
rj8866.com,UNKNOWN,['零时-Tencent']
rj5566.com,UNKNOWN,['零时-Tencent']
l00suncity.com,UNKNOWN,['零时-Tencent']
hone.51vip.in,UNKNOWN,['零时-Tencent']
mlszjgs.com,UNKNOWN,['零时-Tencent']
151333.com,UNKNOWN,['零时-Tencent']
633588.co.cc,UNKNOWN,['零时-Tencent']
930555.com,UNKNOWN,['零时-Tencent']
889599.com,UNKNOWN,['零时-Tencent']
49398.com,UNKNOWN,['零时-Tencent']
055055.com,UNKNOWN,['零时-Tencent']
038999.com,UNKNOWN,['零时-Tencent']
60836.com,UNKNOWN,['零时-Tencent']
jizhimei.info,UNKNOWN,['零时-Tencent']
yese69.com,UNKNOWN,['零时-Tencent']
com.hit.to,UNKNOWN,['零时-Tencent']
r51shihai.top.to,UNKNOWN,['零时-Tencent']
hitz.to,UNKNOWN,['零时-Tencent']
suncity108.com,UNKNOWN,['零时-Tencent']
